       0    -1.205    -0.829 
       0    -1.205    -0.829 
       1    -1.203    -0.880 
       2    -1.201    -0.816 
       3    -1.200    -0.771 
       4    -1.203    -0.838 
       5    -1.208    -0.868 
       6    -1.213    -0.800 
       7    -1.218    -0.772 
       8    -1.224    -0.838 
       9    -1.229    -0.858 
      10    -1.234    -0.787 
      11    -1.238    -0.778 
      12    -1.240    -0.853 
      13    -1.239    -0.850 
      14    -1.237    -0.782 
      15    -1.233    -0.793 
      16    -1.229    -0.862 
      17    -1.223    -0.846 
      18    -1.218    -0.780 
      19    -1.211    -0.801 
      20    -1.205    -0.865 
      21    -1.202    -0.841 
      22    -1.200    -0.780 
      23    -1.200    -0.806 
      24    -1.200    -0.860 
      25    -1.201    -0.828 
      26    -1.204    -0.772 
      27    -1.207    -0.811 
      28    -1.211    -0.863 
      29    -1.213    -0.815 
      30    -1.216    -0.770 
      31    -1.219    -0.821 
      32    -1.221    -0.863 
      33    -1.219    -0.809 
      34    -1.215    -0.771 
      35    -1.207    -0.831 
      36    -1.201    -0.868 
      37    -1.194    -0.808 
      38    -1.190    -0.776 
      39    -1.186    -0.834 
      40    -1.184    -0.877 
      41    -1.184    -0.822 
      42    -1.188    -0.774 
      43    -1.192    -0.831 
      44    -1.196    -0.884 
      45    -1.202    -0.822 
      46    -1.210    -0.767 
      47    -1.216    -0.826 
      48    -1.223    -0.879 
      49    -1.226    -0.804 
      50    -1.225    -0.759 
      51    -1.223    -0.842 
      52    -1.219    -0.875 
      53    -1.214    -0.790 
      54    -1.208    -0.776 
      55    -1.201    -0.868 
      56    -1.195    -0.865 
      57    -1.191    -0.774 
      58    -1.188    -0.789 
      59    -1.188    -0.881 
      60    -1.189    -0.870 
      61    -1.190    -0.780 
      62    -1.194    -0.803 
      63    -1.199    -0.897 
      64    -1.206    -0.879 
      65    -1.212    -0.784 
      66    -1.217    -0.803 
      67    -1.219    -0.901 
      68    -1.219    -0.887 
      69    -1.217    -0.791 
      70    -1.212    -0.802 
      71    -1.206    -0.899 
      72    -1.200    -0.887 
      73    -1.196    -0.790 
      74    -1.191    -0.793 
      75    -1.189    -0.887 
      76    -1.189    -0.869 
      77    -1.192    -0.774 
      78    -1.194    -0.793 
      79    -1.197    -0.884 
      80    -1.201    -0.853 
      81    -1.206    -0.761 
      82    -1.210    -0.800 
      83    -1.214    -0.888 
      84    -1.218    -0.823 
      85    -1.221    -0.748 
      86    -1.223    -0.819 
      87    -1.223    -0.886 
      88    -1.221    -0.809 
      89    -1.216    -0.755 
      90    -1.209    -0.847 
      91    -1.204    -0.884 
      92    -1.199    -0.786 
      93    -1.197    -0.765 
      94    -1.197    -0.869 
      95    -1.201    -0.876 
      96    -1.206    -0.772 
      97    -1.213    -0.781 
      98    -1.219    -0.886 
      99    -1.225    -0.877 
     100    -1.231    -0.772 
     101    -1.235    -0.796 
     102    -1.237    -0.893 
     103    -1.237    -0.864 
     104    -1.235    -0.767 
     105    -1.231    -0.797 
     106    -1.224    -0.895 
     107    -1.219    -0.857 
     108    -1.215    -0.761 
     109    -1.210    -0.799 
     110    -1.205    -0.889 
     111    -1.205    -0.840 
     112    -1.205    -0.753 
     113    -1.206    -0.812 
     114    -1.209    -0.895 
     115    -1.212    -0.835 
     116    -1.214    -0.759 
     117    -1.216    -0.829 
     118    -1.218    -0.902 
     119    -1.219    -0.825 
     120    -1.220    -0.758 
     121    -1.220    -0.833 
     122    -1.219    -0.906 
     123    -1.218    -0.823 
     124    -1.216    -0.751 
     125    -1.212    -0.831 
     126    -1.209    -0.899 
     127    -1.206    -0.803 
     128    -1.204    -0.739 
     129    -1.203    -0.840 
     130    -1.200    -0.892 
     131    -1.199    -0.785 
     132    -1.198    -0.743 
     133    -1.197    -0.845 
     134    -1.198    -0.878 
     135    -1.201    -0.778 
     136    -1.202    -0.751 
     137    -1.204    -0.861 
     138    -1.206    -0.880 
     139    -1.208    -0.770 
     140    -1.208    -0.763 
     141    -1.208    -0.873 
     142    -1.208    -0.890 
     143    -1.210    -0.785 
     144    -1.212    -0.768 
     145    -1.211    -0.866 
     146    -1.209    -0.892 
     147    -1.206    -0.797 
     148    -1.205    -0.770 
     149    -1.202    -0.854 
     150    -1.200    -0.889 
     151    -1.198    -0.806 
     152    -1.197    -0.761 
     153    -1.196    -0.839 
     154    -1.196    -0.885 
     155    -1.197    -0.799 
     156    -1.198    -0.751 
     157    -1.200    -0.836 
     158    -1.202    -0.879 
     159    -1.206    -0.782 
     160    -1.207    -0.744 
     161    -1.208    -0.844 
     162    -1.209    -0.876 
     163    -1.211    -0.757 
     164    -1.212    -0.751 
     165    -1.211    -0.874 
     166    -1.209    -0.855 
     167    -1.208    -0.751 
     168    -1.207    -0.781 
     169    -1.204    -0.893 
     170    -1.201    -0.855 
     171    -1.198    -0.761 
     172    -1.195    -0.809 
     173    -1.194    -0.907 
     174    -1.195    -0.850 
     175    -1.199    -0.769 
     176    -1.204    -0.824 
     177    -1.211    -0.913 
     178    -1.219    -0.853 
     179    -1.226    -0.779 
     180    -1.231    -0.836 
     181    -1.233    -0.911 
     182    -1.233    -0.845 
     183    -1.231    -0.772 
     184    -1.227    -0.840 
     185    -1.222    -0.910 
     186    -1.216    -0.841 
     187    -1.207    -0.777 
     188    -1.200    -0.841 
     189    -1.193    -0.914 
     190    -1.188    -0.831 
     191    -1.186    -0.761 
     192    -1.188    -0.843 
     193    -1.193    -0.905 
     194    -1.201    -0.817 
     195    -1.210    -0.757 
     196    -1.219    -0.844 
     197    -1.228    -0.893 
     198    -1.234    -0.796 
     199    -1.237    -0.757 
     200    -1.237    -0.852 
     201    -1.234    -0.868 
     202    -1.230    -0.765 
     203    -1.225    -0.758 
     204    -1.217    -0.864 
     205    -1.208    -0.847 
     206    -1.201    -0.745 
     207    -1.194    -0.779 
     208    -1.188    -0.878 
     209    -1.184    -0.828 
     210    -1.186    -0.738 
     211    -1.191    -0.801 
     212    -1.198    -0.883 
     213    -1.208    -0.830 
     214    -1.219    -0.760 
     215    -1.229    -0.820 
     216    -1.237    -0.900 
     217    -1.241    -0.862 
     218    -1.241    -0.783 
     219    -1.238    -0.802 
     220    -1.231    -0.883 
     221    -1.222    -0.870 
     222    -1.213    -0.783 
     223    -1.203    -0.781 
     224    -1.195    -0.863 
     225    -1.188    -0.866 
     226    -1.184    -0.777 
     227    -1.182    -0.775 
     228    -1.181    -0.859 
     229    -1.183    -0.846 
     230    -1.188    -0.762 
     231    -1.196    -0.784 
     232    -1.206    -0.871 
     233    -1.216    -0.839 
     234    -1.225    -0.770 
     235    -1.231    -0.810 
     236    -1.233    -0.887 
     237    -1.232    -0.844 
     238    -1.229    -0.771 
     239    -1.226    -0.819 
     240    -1.221    -0.897 
     241    -1.217    -0.847 
     242    -1.213    -0.770 
     243    -1.207    -0.832 
     244    -1.201    -0.904 
     245    -1.196    -0.840 
     246    -1.194    -0.779 
     247    -1.193    -0.837 
     248    -1.195    -0.897 
     249    -1.198    -0.831 
     250    -1.204    -0.774 
     251    -1.211    -0.834 
     252    -1.219    -0.901 
     253    -1.227    -0.829 
     254    -1.232    -0.773 
     255    -1.234    -0.841 
     256    -1.232    -0.889 
     257    -1.228    -0.815 
     258    -1.223    -0.769 
     259    -1.217    -0.842 
     260    -1.211    -0.890 
     261    -1.204    -0.811 
     262    -1.198    -0.770 
     263    -1.195    -0.853 
     264    -1.196    -0.892 
     265    -1.198    -0.809 
     266    -1.200    -0.774 
     267    -1.204    -0.859 
     268    -1.210    -0.897 
     269    -1.215    -0.812 
     270    -1.220    -0.787 
     271    -1.223    -0.867 
     272    -1.226    -0.902 
     273    -1.229    -0.822 
     274    -1.229    -0.780 
     275    -1.230    -0.849 
     276    -1.231    -0.892 
     277    -1.229    -0.817 
     278    -1.226    -0.773 
     279    -1.220    -0.839 
     280    -1.214    -0.889 
     281    -1.208    -0.812 
     282    -1.203    -0.768 
     283    -1.200    -0.842 
     284    -1.198    -0.883 
     285    -1.198    -0.798 
     286    -1.199    -0.770 
     287    -1.202    -0.860 
     288    -1.205    -0.891 
     289    -1.209    -0.801 
     290    -1.211    -0.775 
     291    -1.212    -0.863 
     292    -1.213    -0.891 
     293    -1.213    -0.800 
     294    -1.213    -0.774 
     295    -1.211    -0.873 
     296    -1.210    -0.880 
     297    -1.208    -0.786 
     298    -1.206    -0.789 
     299    -1.205    -0.882 
     300    -1.205    -0.866 
     301    -1.204    -0.781 
     302    -1.205    -0.792 
